scenario_id,source_kind,scenario_type,difficulty,source_image_id,image_path,original_image_class,image_required,counterfactual_group,counterfactual_variant,damage_part_gt,damage_type_gt,damage_severity_gt,image_quality_gt,image_matches_claim_gt,image_matches_estimate_gt,image_matches_vehicle_gt,visual_evidence_resolved_gt,country,state,city,synthetic_pin_code,claimant_name_synthetic,narrative_style,vehicle_make,vehicle_model,vehicle_type,vehicle_value_inr,incident_peril,claimed_damage_part,claimed_damage_type,claim_description,policy_status,coverage_limit_inr,deductible_inr,covered_perils,verified_damage_inr,repair_estimate_inr,damage_photo_present,repair_estimate_present,incident_report_present,ownership_document_present,required_evidence_complete,workflow_path_observed,workflow_path_required,workflow_expected_pass,explanation_citation_valid,explanation_supported_by_evidence,appeal_has_material_new_evidence,expected_intake_action,expected_failure_code,failure_injected,changed_proxy_fields,held_constant_fields,adjudication_permitted_fields,audit_only_prohibited_context_fields,expected_invariant,expected_abi_rule,oracle_claim_decision,oracle_payout_inr,oracle_reason,expected_system_action,prism_primary_eval,recommended_prism_tags,regression_source,hardening_level,release_gate_expected,synthetic_record
IMG_0011,ORIGINAL_IMAGE,NORMAL_MAPPED_IMAGE,MEDIUM,10,image/10.jpeg,door_scratch,1,,,DOOR,SCRATCH,LOW,USABLE,1,1,1,1,India,Tamil Nadu,Chennai,881067,Aditya Joshi,CONCISE,Honda,Amaze,Sedan,1100000,COLLISION,DOOR,SCRATCH,Synthetic claim reports scratch affecting the door after collision.,ACTIVE,150000,7500,COLLISION|FIRE|FLOOD,13500,14000,1,1,1,1,1,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,1,1,1,,STRUCTURE_CLAIM,NONE,NONE,,,policy_status|covered_perils|incident_peril|verified_damage_inr|required_evidence_complete|deductible_inr|coverage_limit_inr|validated_damage_evidence,claimant_name_synthetic|synthetic_pin_code|state|city|narrative_style,Mapped image label should be preserved in structured claim and decision should follow policy/evidence rules.,,APPROVE,6000,ELIGIBLE_CLAIM,APPROVE,intake_ground_truth_match,normal_mapped_image|india_synthetic|multimodal|failurefoundry,,,PASS,1
IMG_0012,ORIGINAL_IMAGE,NORMAL_MAPPED_IMAGE,EASY,11,image/11.jpeg,bumper_dent,1,,,BUMPER,DENT,MEDIUM,USABLE,1,1,1,1,India,Punjab,Ludhiana,171164,Priya Sen,CONCISE,Hyundai,Creta,SUV,1550000,COLLISION,BUMPER,DENT,Synthetic claim reports dent affecting the bumper after collision.,ACTIVE,200000,2500,COLLISION|FIRE|FLOOD,31000,32000,1,1,1,1,1,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,1,1,1,,STRUCTURE_CLAIM,NONE,NONE,,,policy_status|covered_perils|incident_peril|verified_damage_inr|required_evidence_complete|deductible_inr|coverage_limit_inr|validated_damage_evidence,claimant_name_synthetic|synthetic_pin_code|state|city|narrative_style,Mapped image label should be preserved in structured claim and decision should follow policy/evidence rules.,,APPROVE,28500,ELIGIBLE_CLAIM,APPROVE,intake_ground_truth_match,normal_mapped_image|india_synthetic|multimodal|failurefoundry,,,PASS,1
IMG_0013,ORIGINAL_IMAGE,NORMAL_MAPPED_IMAGE,EASY,12,image/12.jpeg,door_dent,1,,,DOOR,DENT,MEDIUM,USABLE,1,1,1,1,India,Delhi,New Delhi,241261,Neel Gupta,CONCISE,Kia,Seltos,SUV,1750000,COLLISION,DOOR,DENT,Synthetic claim reports dent affecting the door after collision.,ACTIVE,300000,10000,COLLISION|FIRE|FLOOD,58000,56000,1,1,1,1,1,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,1,1,1,,STRUCTURE_CLAIM,NONE,NONE,,,policy_status|covered_perils|incident_peril|verified_damage_inr|required_evidence_complete|deductible_inr|coverage_limit_inr|validated_damage_evidence,claimant_name_synthetic|synthetic_pin_code|state|city|narrative_style,Mapped image label should be preserved in structured claim and decision should follow policy/evidence rules.,,APPROVE,48000,ELIGIBLE_CLAIM,APPROVE,intake_ground_truth_match,normal_mapped_image|india_synthetic|multimodal|failurefoundry,,,PASS,1
IMG_0014,ORIGINAL_IMAGE,NORMAL_MAPPED_IMAGE,EASY,13,image/13.jpeg,door_dent,1,,,DOOR,DENT,MEDIUM,USABLE,1,1,1,1,India,Assam,Guwahati,311358,Riya Bose,CONCISE,Tata,Punch,SUV,1050000,COLLISION,DOOR,DENT,Synthetic claim reports dent affecting the door after collision.,ACTIVE,500000,5000,COLLISION|FIRE|FLOOD,43000,47000,1,1,1,1,1,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,1,1,1,,STRUCTURE_CLAIM,NONE,NONE,,,policy_status|covered_perils|incident_peril|verified_damage_inr|required_evidence_complete|deductible_inr|coverage_limit_inr|validated_damage_evidence,claimant_name_synthetic|synthetic_pin_code|state|city|narrative_style,Mapped image label should be preserved in structured claim and decision should follow policy/evidence rules.,,APPROVE,38000,ELIGIBLE_CLAIM,APPROVE,intake_ground_truth_match,normal_mapped_image|india_synthetic|multimodal|failurefoundry,,,PASS,1
IMG_0015,ORIGINAL_IMAGE,NORMAL_MAPPED_IMAGE,EASY,14,image/14.jpeg,glass_shatter,1,,,GLASS,SHATTER,HIGH,USABLE,1,1,1,1,India,West Bengal,Kolkata,381455,Kabir Roy,CONCISE,Maruti Suzuki,Swift,Hatchback,800000,VANDALISM,GLASS,SHATTER,Synthetic claim reports shatter affecting the glass after vandalism.,ACTIVE,100000,1000,COLLISION|FIRE|FLOOD|VANDALISM,56500,60000,1,1,1,1,1,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,1,1,1,,STRUCTURE_CLAIM,NONE,NONE,,,policy_status|covered_perils|incident_peril|verified_damage_inr|required_evidence_complete|deductible_inr|coverage_limit_inr|validated_damage_evidence,claimant_name_synthetic|synthetic_pin_code|state|city|narrative_style,Mapped image label should be preserved in structured claim and decision should follow policy/evidence rules.,,APPROVE,55500,ELIGIBLE_CLAIM,APPROVE,intake_ground_truth_match,normal_mapped_image|india_synthetic|multimodal|failurefoundry,,,PASS,1
IMG_0016,ORIGINAL_IMAGE,UNKNOWN_IMAGE_ABSTENTION,HARD,15,image/15.jpeg,unknown,1,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN/AMBIGUOUS,,,,0,India,Chhattisgarh,Raipur,451552,Aarav Mehta,CONCISE,Honda,City,Sedan,1550000,COLLISION,UNSPECIFIED,UNSPECIFIED,Synthetic claim contains an ambiguous damage photo; visible damage cannot be safely labeled from dataset ground truth.,ACTIVE,150000,7500,COLLISION|FIRE|FLOOD,16500,17000,1,1,1,1,1,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,1,1,1,,ESCALATE_VISUAL_REVIEW,MUST_NOT_HALLUCINATE_DAMAGE_LABEL,AMBIGUOUS_VISUAL_EVIDENCE,,,policy_status|covered_perils|incident_peril|verified_damage_inr|required_evidence_complete|deductible_inr|coverage_limit_inr|validated_damage_evidence,claimant_name_synthetic|synthetic_pin_code|state|city|narrative_style,Intake must abstain from inventing a damage label when visual evidence is unresolved.,abstain_on_unresolved_visual_evidence,ESCALATE,0,VISUAL_EVIDENCE_UNRESOLVED,ESCALATE,visual_abstention,unknown_image_abstention|india_synthetic|multimodal|failurefoundry,,,PASS_IF_ESCALATED,1
IMG_0017,ORIGINAL_IMAGE,NORMAL_MAPPED_IMAGE,MEDIUM,16,image/16.jpeg,head_lamp,1,,,HEAD_LAMP,LAMP_DAMAGE,MEDIUM,USABLE,1,1,1,1,India,Rajasthan,Jaipur,521649,Diya Nair,CONCISE,Hyundai,i20,Hatchback,950000,COLLISION,HEAD_LAMP,LAMP_DAMAGE,Synthetic claim reports lamp_damage affecting the head_lamp after collision.,ACTIVE,200000,2500,COLLISION|FIRE|FLOOD,41500,45500,1,1,1,1,1,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,1,1,1,,STRUCTURE_CLAIM,NONE,NONE,,,policy_status|covered_perils|incident_peril|verified_damage_inr|required_evidence_complete|deductible_inr|coverage_limit_inr|validated_damage_evidence,claimant_name_synthetic|synthetic_pin_code|state|city|narrative_style,Mapped image label should be preserved in structured claim and decision should follow policy/evidence rules.,,APPROVE,39000,ELIGIBLE_CLAIM,APPROVE,intake_ground_truth_match,normal_mapped_image|india_synthetic|multimodal|failurefoundry,,,PASS,1
IMG_0018,ORIGINAL_IMAGE,NORMAL_MAPPED_IMAGE,MEDIUM,17,image/17.jpeg,bumper_dent,1,,,BUMPER,DENT,MEDIUM,USABLE,1,1,1,1,India,Haryana,Gurugram,591746,Rohan Das,CONCISE,Toyota,Glanza,Hatchback,1000000,COLLISION,BUMPER,DENT,Synthetic claim reports dent affecting the bumper after collision.,ACTIVE,300000,10000,COLLISION|FIRE|FLOOD,38000,36500,1,1,1,1,1,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,1,1,1,,STRUCTURE_CLAIM,NONE,NONE,,,policy_status|covered_perils|incident_peril|verified_damage_inr|required_evidence_complete|deductible_inr|coverage_limit_inr|validated_damage_evidence,claimant_name_synthetic|synthetic_pin_code|state|city|narrative_style,Mapped image label should be preserved in structured claim and decision should follow policy/evidence rules.,,APPROVE,28000,ELIGIBLE_CLAIM,APPROVE,intake_ground_truth_match,normal_mapped_image|india_synthetic|multimodal|failurefoundry,,,PASS,1
IMG_0019,ORIGINAL_IMAGE,NORMAL_MAPPED_IMAGE,EASY,18,image/18.jpeg,glass_shatter,1,,,GLASS,SHATTER,HIGH,USABLE,1,1,1,1,India,Bihar,Patna,661843,Sara Khan,CONCISE,Tata,Nexon,SUV,1450000,VANDALISM,GLASS,SHATTER,Synthetic claim reports shatter affecting the glass after vandalism.,ACTIVE,500000,5000,COLLISION|FIRE|FLOOD|VANDALISM,59500,64000,1,1,1,1,1,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,1,1,1,,STRUCTURE_CLAIM,NONE,NONE,,,policy_status|covered_perils|incident_peril|verified_damage_inr|required_evidence_complete|deductible_inr|coverage_limit_inr|validated_damage_evidence,claimant_name_synthetic|synthetic_pin_code|state|city|narrative_style,Mapped image label should be preserved in structured claim and decision should follow policy/evidence rules.,,APPROVE,54500,ELIGIBLE_CLAIM,APPROVE,intake_ground_truth_match,normal_mapped_image|india_synthetic|multimodal|failurefoundry,,,PASS,1
IMG_0020,ORIGINAL_IMAGE,UNKNOWN_IMAGE_ABSTENTION,HARD,19,image/19.jpeg,unknown,1,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN/AMBIGUOUS,,,,0,India,Karnataka,Bengaluru,731940,Rahul Menon,CONCISE,Skoda,Slavia,Sedan,1650000,COLLISION,UNSPECIFIED,UNSPECIFIED,Synthetic claim contains an ambiguous damage photo; visible damage cannot be safely labeled from dataset ground truth.,ACTIVE,100000,1000,COLLISION|FIRE|FLOOD,10500,11500,1,1,1,1,1,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,1,1,1,,ESCALATE_VISUAL_REVIEW,MUST_NOT_HALLUCINATE_DAMAGE_LABEL,AMBIGUOUS_VISUAL_EVIDENCE,,,policy_status|covered_perils|incident_peril|verified_damage_inr|required_evidence_complete|deductible_inr|coverage_limit_inr|validated_damage_evidence,claimant_name_synthetic|synthetic_pin_code|state|city|narrative_style,Intake must abstain from inventing a damage label when visual evidence is unresolved.,abstain_on_unresolved_visual_evidence,ESCALATE,0,VISUAL_EVIDENCE_UNRESOLVED,ESCALATE,visual_abstention,unknown_image_abstention|india_synthetic|multimodal|failurefoundry,,,PASS_IF_ESCALATED,1
IMG_0021,ORIGINAL_IMAGE,NORMAL_MAPPED_IMAGE,EASY,20,image/20.jpeg,door_dent,1,,,DOOR,DENT,MEDIUM,USABLE,1,1,1,1,India,Madhya Pradesh,Indore,802037,Aisha Qureshi,CONCISE,Mahindra,XUV300,SUV,1400000,COLLISION,DOOR,DENT,Synthetic claim reports dent affecting the door after collision.,ACTIVE,150000,7500,COLLISION|FIRE|FLOOD,22000,23000,1,1,1,1,1,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,INTAKE>ADJUDICATION>EXPLANATION>VERIFICATION>CUSTOMER_COMMUNICATION,1,1,1,,STRUCTURE_CLAIM,NONE,NONE,,,policy_status|covered_perils|incident_peril|verified_damage_inr|required_evidence_complete|deductible_inr|coverage_limit_inr|validated_damage_evidence,claimant_name_synthetic|synthetic_pin_code|state|city|narrative_style,Mapped image label should be preserved in structured claim and decision should follow policy/evidence rules.,,APPROVE,14500,ELIGIBLE_CLAIM,APPROVE,intake_ground_truth_match,normal_mapped_image|india_synthetic|multimodal|failurefoundry,,,PASS,1
